Song Name,Song ID,Genres,Main Genres
El Regreso Del Chapo,4baEwCzla3yCyz21uhOFLp,"['banda', 'corrido', 'musica bajacaliforniana', 'musica mexicana', 'norteno']",[]
Micaela,1m3paVx65imhvCjPx505Oy,"['mambo', 'salsa', 'salsa colombiana']",[]
End of Small Sanctuary,4QypeoOhqq5le5C44Jwnc9,"['japanese soundtrack', 'japanese vgm']",[]
More & More,3omvXShuRPM3zbDpWYqf5g,"['k-pop', 'k-pop girl group', 'pop']",['Pop Music']
Good Morning Beautiful,0eHT8N5YQglv8cYYizXvSw,['country road'],['Country Music']
Busted,2kM7fxFNAtA7lo4nAS2Hvj,['movie tunes'],[]
Será Qué SÍ,0rBmvZ4ftXKpxsocjsbAun,"['salsa', 'salsa puertorriquena', 'tropical']",[]
當你,4xNDbq22jC2Vdf6QV2uArL,['mandopop'],['Pop Music']
Nos Tienen Envida,0J6P046rwbVwkhnEbwXfJY,"['musica mexicana', 'norteno']",[]
Aunque Te Fuiste,2y20Y2PP4EFCbdzeGk9WvS,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']","['Hip hop Music', 'Reggae Music', 'Pop Music']"
Change Clothes,1xE7osYAtzz1PvLoVdOp5E,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']","['Hip hop Music', 'Pop Music']"
Overkill - Acoustic Version,5bbgiWfaHG6Vruyg3OWQuU,['solo wave'],[]
If I Can't,7JeKXMQKm6GoLGTkNy2jZ0,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
"Accidentally In Love - From ""Shrek 2"" Soundtrack",3OltYYcLZUhvho5QoRbUNr,"['neo mellow', 'pop rock', 'post-grunge', 'rock']","['Pop Music', 'Rock Music']"
Splash Waterfalls,2T8hXV9LUZMDBKR5RALGEa,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['Hip hop Music', 'Pop Music']"
G'D Up,7yBHF3ehNxm6E3MVY3SWCR,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']","['Hip hop Music', 'Pop Music']"
Remenissions,0foUqfFNnzCnlSroyvsONr,"['alternative metal', 'nu metal']",[]
The Recluse,3hwbRqQLezmv5Yo2LITSnb,"['emo', 'omaha indie']",[]
The Black Pearl,3h2fZOZweqrBrGZlUGSnxP,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",[]
Kal Ho Naa Ho,251PNRmJU9KcUnFQAB5t6I,"['filmi', 'modern bollywood']",[]
Think Twice,0SqgZ5KpfX24W8ZeGzOle2,"['alternative metal', 'pop rock', 'post-grunge']","['Pop Music', 'Rock Music']"
Werdz From The Ghetto Child,6wyTrrGdLHaW0ED36BXND2,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']",['Hip hop Music']
Algo Contigo,3HMuJG1y7pyjg7Rrk17Rsb,['jazz catala'],['Jazz Music']
If We Are The Body,0IpYDPNzFWxcLgZDkkrc5C,"['ccm', 'christian alternative rock', 'christian music']",['Rock Music']
For Once in My Life,4kP69y3GKHi9tXckfgp4bK,"['motown', 'soul']",[]
Antes Que Tú,1mWKyxViD9NdLzdxIeJWh3,"['banda', 'grupera', 'musica mexicana', 'norteno']",[]
I Wonder,7rbECVPkY5UODxoOUVKZnA,"['chicago rap', 'hip hop', 'rap']",['Hip hop Music']
Melancholia II,243SYVzBHECQf3paZxeHGd,"['ambient', 'compositional ambient', 'drone', 'fourth world', 'hauntology', 'intelligent dance music', 'sound art']",[]
Gone Away (A Song For Starr),3Vxib4vvhfLPyphsln3of2,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge']",[]
Remedy,5ynxx6zC4dgzsMHLYQ04Dc,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",['Rock Music']
"Guasa, Guasa",6sfBQReZH9v9tYSs82Xt1O,"['latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']","['Hip hop Music', 'Reggae Music']"
My Buddy,3iyZRwIGmyXvdZMoxOlur7,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']","['Hip hop Music', 'Pop Music']"
Estés Donde Estés,7pZzzxLTZepcPfHIHI7JlG,"['latin arena pop', 'latin pop', 'mexican pop']",['Pop Music']
Point Of No Return,5nxxe5YhgHKEAD9baPQbLd,['future rock'],['Rock Music']
How Can I Live,4dSAuM3CkN1a9mhqn1xB4J,"['alternative metal', 'industrial metal', 'latin metal', 'nu metal']",[]
In Keeping Secrets of Silent Earth: 3,44oenYNFrmOCz85bAcwN5t,['modern alternative rock'],['Rock Music']
Raindrop City,0JTjuVPS4frbrnCfiEs4Ud,['japanese alternative pop'],['Pop Music']
Beat laments the world,5tO3pr49SdxO05TNlYHfHT,"['ambeat', 'chillhop', 'downtempo', 'instrumental hip hop', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']","['Hip hop Music', 'Jazz Music']"
Defa Vú,1x27vVrC2P7WPlW2tCsjGu,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']","['Hip hop Music', 'Pop Music']"
Be My Lover,2aQpISWUBToaF84DDiTeRV,[],[]
Cannonball,1KdwPeY1WRWQGHCmRJTveb,"['alternative rock', 'boston rock']",['Rock Music']
Farewell Transmission,5Plx6OhvSukqCRdZ52wUXz,"['alternative country', 'chamber pop', 'indie rock', 'lo-fi', 'slowcore']","['Pop Music', 'Country Music', 'Rock Music']"
This Is How We Do,6uQKuonTU8VKBz5SHZuQXD,"['contemporary r&b', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",['Pop Music']
21 Questions,41bIQPBE1lFN0mmw6Lmssz,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
Stay In Shadow,39PdBpq5GtrgNWlgNxPzuw,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",['Rock Music']
Tu Mirada,1qpi3Zh2f9mPx5F0SR0xDB,['latin christian'],[]
Luna,3RA55zrRkyPK8Fd86hrMy8,"['corridos tumbados', 'sad sierreno']",[]
Stars,1oHNvJVbFkexQc0BpQp7Y4,"['hip pop', 'pop', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
Between Love & Hate,5OmumaYiHYXUsYZPGLFTYJ,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",['Rock Music']
Bigger Than My Body,0Jh9EBGN205Yc7JN2zZ2f1,"['neo mellow', 'singer-songwriter']",[]
"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)",6h7PQQIUQSNSAWqRe98MBU,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']","['Hip hop Music', 'Pop Music']"
Distortion Sleep,3yPQrLnNIthn4I5wQ51X26,"['alternative metal', 'groove metal', 'melodic death metal', 'melodic groove metal', 'melodic metalcore', 'swedish death metal', 'swedish melodeath', 'swedish metal']",[]
The District Sleeps Alone Tonight,3l14MJpQB4tFFgKLqUqtV3,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
The First Cut Is The Deepest,3FeYjbIVqvAhuTcwsE6K3v,"['mellow gold', 'soft rock']",['Rock Music']
Combat Baby,2QJ9dLiolwZNPl5etYP2MI,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']","['Pop Music', 'Rock Music']"
Burnin' Love (from the motion picture Lilo & Stitch),6WLhSTndp8gFqVn4uWwnRk,"['country', 'country dawn', 'country road']",['Country Music']
Mellow Mood (feat. G. Love),37iPZmwYnVe9eJW05jCtIr,"['reggae fusion', 'reggae rock']","['Reggae Music', 'Rock Music']"
Cangrejito Playero,6mitEFB3w4GBe8YDlLfITL,"['cumbia sonidera', 'mexican rock-and-roll', 'ranchera', 'tropical']",['Rock Music']
Hey Julie,2LGAbm0xHNu7scBDVCkFwN,"['pop rock', 'power pop']","['Pop Music', 'Rock Music']"
Tough Little Boys,6TZEPo10yErUtF5AtdfLY2,"['contemporary country', 'country', 'country road']",['Country Music']
It's Gonna Be A Long Night,0vpN0CT9JT9wQ4cQeCXfjF,['alternative rock'],['Rock Music']
I've Got a Crush On You,79S9Ea6Q347UAPTIWnLmV2,[],[]
Look What Happened,2zPrdI7V4Pik4He87Nhdbl,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']",['Pop Music']
Volveré,350kyj3PwTFlQMOpWzRd3O,"['latin pop', 'ranchera']",['Pop Music']
Empty Apartment,1P30N7kY4XwOw7vwmjRxPH,"['alternative metal', 'pop punk', 'post-grunge', 'socal pop punk']",['Pop Music']
Algo Está Cambiando,7mJG18yZGq0aXKWNtK3FQf,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']","['Pop Music', 'Rock Music']"
Blessing It -remix (feat. Substantial & Pase Rock from Five Deez),4MbUcaX58NkUmKXe6FuBaV,"['ambeat', 'chillhop', 'downtempo', 'instrumental hip hop', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']","['Hip hop Music', 'Jazz Music']"
Beat Your Heart Out,4daLV53Tvv0rD3FlWVt23m,"['punk', 'skate punk']",[]
Practice What You Preach,5PaTu8aN7ozpFbEb0DwEbt,"['disco', 'quiet storm', 'soul']",[]
Croissants In France,5Mkz30d4nPpwOXcHtbLktQ,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",[]
Simple And Clean - PLANITb Remix,0NGgGj5L3VztJb3zKIwpRp,"['anime', 'classic j-pop', 'j-pop', 'japanese singer-songwriter']",['Pop Music']
Into the West,0gSEyG7pOFuHM05433EibX,"['new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'synthpop']","['Pop Music', 'Rock Music']"
Did My Time,2AsTgVcWojYwQAvzgacYWy,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",['Rock Music']
Kumomi,3GUqoL8LDEpw2GH6G9onE0,"['ambeat', 'chillhop', 'downtempo', 'instrumental hip hop', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']","['Hip hop Music', 'Jazz Music']"
U Not Like Me,73SsX4CUXflgE4AupsB6Fr,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
Moment Of Clarity,5TTFD5DuFhQOrs0RJxGDbD,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']","['Hip hop Music', 'Pop Music']"
The Pros and Cons of Breathing,3koOoLN69AAiw5JCQNaZMe,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']","['Pop Music', 'Rock Music']"
Esta Noche Tu Vendrás,5DeI2kjUIdG1uvNQP2feJR,"['banda', 'musica mexicana', 'norteno']",[]
Vuela Mariposa,1o0DzYMVRwzsHOm3ktqc9a,"['cumbia andina mexicana', 'cumbia sonidera']",[]
ABC Song,05vh32d4pXbYfBrM6S3H2f,"[""children's music"", 'nursery']",[]
The Package,48ZqiKc9qMhrOTMctjwYOw,"['alternative metal', 'alternative rock', 'nu metal', 'rock', 'supergroup']",['Rock Music']
The Setup,6uzesxG4dlBg3faZmzL6Qs,"['detroit hip hop', 'gangster rap']",['Hip hop Music']
Odio Amarte,0x6kwMLhwr0w4xjdv6tVqG,"['latin arena pop', 'latin pop', 'mexican pop']",['Pop Music']
Calm Before the Storm,3dhDN3hilhqEursIIg8Xko,"['melodic metalcore', 'metalcore']",[]
Lying from You,3BmjRmFTESgWZLPSVGp8aG,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",['Rock Music']
Step In the Name of Love - Remix,7lrAsaTw9CTh5uSr0fvHOd,[],[]
Take It Off,7zp9FOU4cjFdGN1zdWTvcB,"['australian house', 'house']",[]
Young Pilgrims,25CxDgttAjHBfUoV5GaHGK,"['albuquerque indie', 'alternative rock', 'canadian indie', 'chamber pop', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'seattle indie', 'shimmer pop', 'stomp and holler']","['Pop Music', 'Rock Music']"
Delicate,6NFyWDv5CjfwuzoCkw47Xf,['pop'],['Pop Music']
Try Honesty,3fPSHjVO4iwwGEhHvTwlNb,['canadian punk'],[]
Don't Let Me Be Misunderstood,7vYA9ET5AUqJt5pBbhKmcB,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']",['Rock Music']
Grease,5Vrczz39CvlD3OGCa6utoA,"['adult standards', 'bubblegum pop', 'lounge', 'rock-and-roll']","['Pop Music', 'Rock Music']"
Taquito De Ojo,0sVjpJLaiJfDeqnMNwIu0v,"['chicano rap', 'latin hip hop', 'mexican hip hop']",['Hip hop Music']
Cadillac On 22's,5n4Ws20sveldU4wt5UT4Ej,"['conscious hip hop', 'crunk', 'dirty south rap', 'mississippi hip hop', 'southern hip hop']",['Hip hop Music']
3rd Measurement in C,3y5f6SfCuDjYOzeSbKP72p,"['neon pop punk', 'pop punk', 'post-hardcore', 'screamo']",['Pop Music']
Abre Mis Ojos,6QN2LDi1HULluoF0cETe6H,"['latin christian', 'latin worship']",[]
Blues Deluxe,2O7OjNCjqflzWOTVg9UlEm,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']","['Blues Music', 'Rock Music']"
(There Is) No Greater Love,4VbqUDBWyK15pTal9THtFu,"['british soul', 'neo soul']",[]
Speechless,3GJ4hzg4lrGwU51Y3VARbF,"['contemporary country', 'country', 'country road']",['Country Music']
Here's Your Letter,1Xccd7M3iAT1sUu68pOZU0,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']","['Pop Music', 'Rock Music']"
Hit 'Em Up Style (Oops!),4zYTZvtcww7OWKie7fxA9E,"['hip pop', 'urban contemporary']",['Pop Music']
"They Perched on Their Stilts, Pointing and Daring Me to Break Custom",1H3cv1QRzBChdsOnPdyrfD,"['neon pop punk', 'pop punk', 'post-hardcore', 'screamo']",['Pop Music']
Wanna Be Close,3TfBp81XBxnU5RLDKgD8nR,"['contemporary r&b', 'r&b', 'urban contemporary']",[]
Chica Ven Pa' Ca,7eWabug2g5Kw3QnMxaQlpK,"['reggaeton', 'trap latino', 'urbano latino']",['Reggae Music']
Irresponsables,0dsViRiDTIuexAL42Nc1Kh,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']","['Electronic Music', 'Pop Music', 'Rock Music']"
Invéntame,3uRy6UyIWB1FHIoLcMtsLN,"['grupera', 'latin pop', 'musica mexicana', 'ranchera']",['Pop Music']
Go,06tNJ27nVxbDwhiQMChWyr,"['sigilkore', 'sped up']",[]
Silhouette,403EjoWwYSX37paKSySxs1,['dark synthpop'],['Pop Music']
Brand New Colony - Remastered,4gW0C3SyybbjP9cAKZVUBh,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Hangin' On A String,2lfokjWEMj3JGRoZWRpIWR,"['brit funk', 'contemporary r&b', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",[]
Like the Angel,4t2rjxCXIJnBmRBkXJOYa5,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'pop punk', 'post-grunge', 'punk']","['Pop Music', 'Rock Music']"
Big Iron,0AQquaENerGps8BQmbPw14,"['cowboy western', 'nashville sound']",[]
What Is It About Men,0dA0ono4Zz0IBc02pYlWIQ,"['british soul', 'neo soul']",[]
High All The Time,7nFlzPTW9WGNJ2y9t3Tfvw,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
I Fucking Hate You,2Uilp8alSjAxV0IXorUk9l,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",[]
La pachanga,1x6bkwDyWIOZNFY5blRSs1,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']","['Pop Music', 'Rock Music']"
Tal Como Soy,6pkcy9PJt40IsyNpd7NV0s,"['latin christian', 'rock cristiano']",['Rock Music']
Weed With Willie,7vf8kqdPc8wpKja6iqfuzi,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",['Country Music']
Good Song,75WFyYrXPMAWyN6jOBB7IC,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']","['Pop Music', 'Rock Music']"
Little Moments,1hrCqasBFvB9IyLhrABVhc,"['contemporary country', 'country', 'country road']",['Country Music']
Money (That's What I Want) - Single Version / Mono,6OsefWNJtsWqO7myze1HEX,"['motown', 'rhythm and blues', 'southern soul']",['Blues Music']
No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b']",[]
In the Shadows,1fr92Vupmcs2vgLMFVQ7rd,"['finnish alternative rock', 'funk metal']",['Rock Music']
Cherry,70L6nHORQsblY813yNqUR3,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",['Rock Music']
Be With You,0g76LCjdx32EipjZGRU6wy,"['auckland indie', 'indie soul']",[]
7 Peces de joventut (Youthful Pieces): Record,7bAN5DH2H17rt4x3dTid0R,['spanish classical'],['Classical Music']
I'm A Mess,04ZTP5KsCypmtCmQg5tH9R,"['dance pop', 'pop']",['Pop Music']
Sleeping In,6mnKOZCg9F5LQKmmZEwYyO,['rain'],[]
Losing My Religion,31AOj9sFz2gM0O3hMARRBx,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",['Rock Music']
Drain the Blood,3kYWrBoFBQGctF0UwgP8N1,"['punk', 'skate punk']",[]
Face To Face,7v9Q0dAb9t7h8gJOkcJHay,"['electro', 'filter house', 'rock']",['Rock Music']
Clark Gable - Remastered,0CHRgDidZqHau44aQpQcBG,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']","['Pop Music', 'Rock Music']"
Si Volvieras A Mi,7FntdQdzMcHcD4QhItlq9s,"['salsa', 'salsa puertorriquena', 'tropical']",[]
I Just Don't Know What to Do With Myself,5F6tUpAoDzz5PjJos99176,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']","['Blues Music', 'Rock Music']"
Str8 Ballin',0bzLeU6MipJvb9Iq15CCVZ,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",['Hip hop Music']
Un Nuevo Amor,65V4v8u4fi7TfnNdyBFzvX,"['ecuadorian pop', 'latin pop', 'mexican pop']",['Pop Music']
Until The Morning,7nNUSD1jkWC71zIOUWY03E,"['downtempo', 'electronica', 'livetronica', 'trip hop']",['Electronic Music']
The Taliban Song,5FcwIJt39NpSTVQkaguJcq,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",['Country Music']
Take Off Your Cool,2faSzprTWJ7L1EkZNko4ww,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",['Hip hop Music']
Aqui Esta Tu Caldo,0pHxl604r0OYmGdMNtbTyY,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']","['Hip hop Music', 'Reggae Music']"
We've Had Enough,5I1ZxztCi4MdwQYFQgYJel,"['chicago punk', 'emo', 'pop punk', 'punk', 'skate punk']",['Pop Music']
Creatures (For a While),1Rvm8wRyASUHqLavdz53Ri,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'rap rock', 'reggae fusion']","['Reggae Music', 'Rock Music']"
Danger! High Voltage - Soulchild Radio Mix,2VHfyWLlvCvbkIqtS5tqt3,"['dance-punk', 'garage rock']",['Rock Music']
Hardware Store,2Q26sym8OSOl6PfH7LLPtJ,"['comedy rock', 'comic', 'parody']",['Rock Music']
"Look Through My Eyes - From ""Brother Bear""/Soundtrack Version",400abutrj9yS5YBkd3fE6P,"['rock drums', 'soft rock']",['Rock Music']
The New Year,4nPNsnv4QEiIzihzCU5zHH,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']","['Pop Music', 'Rock Music']"
Me Quedo,301E9bwin8Gh2PCp0doIDz,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']","['Hip hop Music', 'Pop Music']"
Everything You Need,7tilWfNYPGsZ51gweZHUuI,"['reggae fusion', 'reggae rock']","['Reggae Music', 'Rock Music']"
The Patron Saint of Liars and Fakes,0aHWzIvtnkG3FVcBoFQ6BG,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']","['Pop Music', 'Rock Music']"
Field Trip,722CyeKpgreqBAypTv5U3T,"['alt z', 'electropop', 'pop']",['Pop Music']
The First Cut Is The Deepest,3FeYjbIVqvAhuTcwsE6K3v,"['mellow gold', 'soft rock']",['Rock Music']
This Is Your Life,2stnUIKHtPrG5Hde3wqQc2,"['ccm', 'christian alternative rock', 'christian music']",['Rock Music']
Strict Machine,5kNbpvJ5b6R9Zqfm6c9sIX,"['alternative dance', 'art pop', 'electronica', 'indietronica', 'neo-synthpop', 'trip hop']","['Pop Music', 'Electronic Music']"
United States Of Whatever,6Jub05dvpbF4Im83NqMCUg,['novelty'],[]
What More Can I Say,6HPF8EnycKjys9R3vjgvUO,[],[]
El Baile del Perrito,2XESoQVXG9ssxyjxXSrmxo,"['merengue', 'tropical']",[]
I'm Ready,3kKEpyQxDZGfHsop1rJ5om,"['pop', 'uk pop']",['Pop Music']
Tu Cuerpo Me Arrebata,7iaBCftpUSjnBERFcyQxO9,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']","['Hip hop Music', 'Reggae Music', 'Pop Music']"
In My Daughter's Eyes,7LkQBDAiS0GVSO5JQuYDzY,"['contemporary country', 'country', 'country dawn', 'country road']",['Country Music']
El Amor Más Bonito,7DKfdeKsm1RZczzJWK7jAY,"['salsa', 'salsa puertorriquena', 'tropical']",[]
Todos Quieren Esa Prieta,0qvOkqsiTLYmF5d3fwRYj5,"['huapango', 'musica potosina', 'norteno']",[]
Blinded (When I See You),51qMnEke2HrZJPy45SIh1l,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']","['Pop Music', 'Rock Music']"
Make Luv,2CInzVilMduj9L8dDXwyUA,"['r&b', 'rap']",[]
Blue Moon,1pZn8AX1WulW8IO338hE5D,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul', 'swing', 'torch song', 'vocal jazz']","['Blues Music', 'Jazz Music']"
Point / Counterpoint,1NM2qI63ylqg62yxpEvTXu,"['ska', 'ska punk']",[]
Maahi Ve,7Czm0vv2sYL5z4P51KY66e,"['filmi', 'modern bollywood']",[]
Red Hot Moon,3a0PmAzfzQfCZFGWkqQ2vi,"['punk', 'ska', 'skate punk']",[]
El Rojo,439olvx6C73lDts3E9TQB7,"['corrido', 'musica mexicana', 'norteno']",[]
Pickup Man,60w5eL1G4Or7LlTSrR5r8a,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",['Country Music']
Two-Lane Blacktop,4VIM6bcYnJZsrmIOAbWoxF,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",['Rock Music']
"For Good - From ""Wicked"" Original Broadway Cast Recording/2003",3WkgLAd7jGX3sZikfkF0lU,"['broadway', 'show tunes']",[]
Stay Or Leave,5rloZD2rPLTItIKrOJmeYs,['pop rock'],"['Pop Music', 'Rock Music']"
"Never Forgive Me, Never Forget Me",6R4mAswkmw9ufF57p3NvPt,"['japanese soundtrack', 'japanese vgm']",[]
The Way You Move - Radio Mix,2gnP10XdjvCyshnV1qODWQ,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",['Hip hop Music']
F.I.L.O. (feat. Shing02),43pWChQ7AOab9wlSGy0dN6,"['ambeat', 'chillhop', 'downtempo', 'instrumental hip hop', 'japanese chillhop', 'japanese old school hip hop', 'jazz rap']","['Hip hop Music', 'Jazz Music']"
Go West - 2003 Remaster,33gDIKlrUnY1dTWYsm5BFL,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']","['Pop Music', 'Rock Music']"
Peacekeeper,47QCcoUKxDP1vuli0LwT8G,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",['Rock Music']
Ramblin' Man,4a1oIFgu01B2nafpOHgvHZ,['modern country pop'],"['Pop Music', 'Country Music']"
Sending Postcards From a Plane Crash (Wish You Were Here),6myPy86FHUBJsFi7RAWp5Y,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']","['Pop Music', 'Rock Music']"
Backstrokin',71djYUPXyLrhOYWZcpYufv,"['classic soul', 'disco', 'funk', 'harlem hip hop', 'jazz funk', 'p funk', 'post-disco']","['Hip hop Music', 'Jazz Music']"
Black Math,47daaR9V5NnoSo68Geb8wm,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']","['Blues Music', 'Rock Music']"
Un Simple Histoire,7vRNldKFJhwCyVRdrgVsvE,"['downtempo', 'electronica', 'livetronica', 'trip hop']",['Electronic Music']
"Never Leave You (Uh Oooh, Uh Oooh) - Uh Oooh Remix",7h4T9TmS2uxOHYGOrc6wSM,['hip pop'],['Pop Music']
Step To My Girl,2eNSieyqDoZMa3yOSagR4q,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap']","['Hip hop Music', 'Jazz Music']"
Free,5BbdKBZO0TH0GhfxUfyhL9,"['atl hip hop', 'atl trap', 'rap', 'trap']",['Hip hop Music']
El Milagrito,0gDIbVQDbmLGfHopYaTuG2,"['grupera', 'latin pop', 'musica mexicana', 'ranchera']",['Pop Music']
Wanksta,6rpNe6gSkmiYW6BfSFATi5,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['Hip hop Music', 'Pop Music']"
Pequeña Y Frágil,3TuiWawbQ8ENZDQqm9Lt56,['cumbia sonorense'],[]
Your Song,38zsOOcu31XbbYj9BIPUF1,"['glam rock', 'mellow gold', 'piano rock', 'rock']",['Rock Music']
Spare Me The Details,2mZ2h6VPJK2Xf2Nkik5r65,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']","['Pop Music', 'Rock Music']"
Burn Rubber,32YzjV133gteg9LMBGO2OA,"['disco', 'funk', 'motown', 'p funk', 'quiet storm', 'soul']",[]
The Richest Man In Babylon,6CMngrzUTdolgXSy1UCfCx,"['downtempo', 'electronica', 'livetronica', 'trip hop']",['Electronic Music']
Frantic,09NpqcWK5TLI86HbHv3N0L,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",['Rock Music']
Windy Afternoon,3ggXaHkbtPpTWIa4ljIbUr,['japanese alternative pop'],['Pop Music']
Amsterdam,7iQmjnDXYngWGsbjVnDc1U,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']","['Folk Music', 'Pop Music']"
Red Morning Light,3Fc5OiXuy3pgmLLdoDQqjX,"['modern rock', 'rock']",['Rock Music']
Cupid,7FbrGaHYVDmfr7KoLIZnQ7,['k-pop girl group'],['Pop Music']
Abayarde,4AUMwz00G4hFZxY26MyoWV,"['latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']","['Hip hop Music', 'Reggae Music']"
