Year,Track Name,Artist Name(s),artist_popularity,popularity,duration_ms,explicit,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2006,Promiscuous,"Nelly Furtado, Timbaland",76,85,242293,False,2006-01-01,0.0569,0.808,0.97,6.13e-05,10,0.154,-6.098,0,0.0506,114.328,0.868
2006,Our Song,Taylor Swift,100,76,201106,False,2006-10-24,0.111,0.668,0.672,0,2,0.329,-4.931,1,0.0303,89.011,0.539
2006,Teenagers,My Chemical Romance,76,81,161920,False,2006-10-23,0.0506,0.463,0.857,0,4,0.184,-3.063,1,0.0632,111.647,0.856
2006,Maneater,Nelly Furtado,76,82,258893,False,2006-01-01,0.0261,0.796,0.777,0.000358,6,0.121,-4.81,1,0.0397,132.722,0.787
2006,Me & U,Cassie,64,79,192213,False,2006-08-07,0.352,0.803,0.454,0,8,0.0655,-4.802,0,0.0294,99.99,0.739
2006,Face Down,The Red Jumpsuit Apparatus,62,77,192000,False,2006-01-01,0.000665,0.545,0.932,0,7,0.127,-2.189,0,0.0399,92.956,0.464
2006,Smack That,"Akon, Eminem",80,84,212360,True,2006-01-01,0.321,0.939,0.742,0,5,0.107,-5.171,0,0.0467,118.978,0.924
2006,Cherry Waves,Deftones,77,76,317706,False,2006-10-25,0.000362,0.47,0.859,0.00691,2,0.142,-3.663,1,0.0537,124.01,0.17
2006,The Sweet Escape,"Gwen Stefani, Akon",71,74,246466,False,2006-01-01,0.191,0.756,0.77,0,1,0.178,-3.502,1,0.0343,119.961,0.73
2006,Put Your Records On,Corinne Bailey Rae,63,80,215360,False,2006-01-01,0.167,0.739,0.511,1.34e-06,9,0.133,-7.844,1,0.0362,96.038,0.542
2006,Chasing Cars,Snow Patrol,66,82,267960,False,2006-01-01,0.199,0.56,0.595,6.47e-05,9,0.132,-4.53,1,0.0274,104.011,0.144
2006,Animal I Have Become,Three Days Grace,73,75,231400,False,2006-06-25,0.000684,0.553,0.853,0,8,0.126,-3.668,1,0.0339,122.023,0.506
2006,When You Were Young,The Killers,76,78,220426,False,2006-09-27,0.000152,0.467,0.988,0.0484,11,0.28,-3.313,1,0.112,130.433,0.321
2006,Glamorous,"Fergie, Ludacris",68,72,246573,True,2006-09-13,0.291,0.81,0.755,0,0,0.0857,-6.408,1,0.199,130.991,0.625
2006,The Diary of Jane - Single Version,Breaking Benjamin,69,75,200546,False,2006-01-01,7.13e-05,0.392,0.964,0.0387,10,0.106,-4.441,0,0.0644,167.024,0.269
2006,Crazy,Gnarls Barkley,64,74,182066,False,2006-05-02,0.0172,0.835,0.741,0.0577,8,0.0826,-1.609,1,0.0339,111.963,0.612
2006,Welcome to the Black Parade,My Chemical Romance,76,78,311106,False,2006-10-23,0.000289,0.217,0.905,0.00011,2,0.222,-4.103,1,0.0752,96.95,0.236
2006,Picture To Burn,Taylor Swift,100,71,173066,False,2006-10-24,0.173,0.658,0.877,0,7,0.0962,-2.098,1,0.0323,105.586,0.821
2006,SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",79,80,242733,True,2006-09-12,0.0584,0.967,0.583,0,7,0.0519,-5.562,0,0.0789,117.0,0.964
2006,Dani California,Red Hot Chili Peppers,81,78,282160,False,2006-05-09,0.0193,0.556,0.913,8.59e-06,0,0.346,-2.36,1,0.0437,96.184,0.73
2006,So Sick,Ne-Yo,78,80,207186,False,2006-01-01,0.246,0.452,0.574,0,6,0.189,-8.336,1,0.31,92.791,0.58
2006,Say It Right,Nelly Furtado,76,82,223080,False,2006-01-01,0.0476,0.872,0.872,0.00112,1,0.0543,-6.328,1,0.139,116.948,0.809
2006,SOS,Rihanna,88,77,238920,False,2006-04-10,0.004,0.677,0.671,5.07e-05,7,0.413,-4.905,1,0.0361,137.046,0.527
2006,Miss Murder,AFI,60,73,206586,False,2006-06-06,0.00022,0.308,0.873,0.000729,8,0.0974,-4.542,1,0.0533,143.519,0.686
2006,Fergalicious,"Fergie, will.i.am",68,70,292373,True,2006-09-13,0.0569,0.906,0.583,0,8,0.126,-7.721,0,0.317,129.056,0.829
2006,Snow (Hey Oh),Red Hot Chili Peppers,81,80,334666,False,2006-05-09,0.116,0.427,0.9,1.75e-05,11,0.119,-3.674,1,0.0499,104.655,0.599
2006,Supermassive Black Hole,Muse,74,79,212439,False,2006-06-19,0.0492,0.668,0.921,0.00517,7,0.0877,-3.727,1,0.0439,120.0,0.782
2006,My Love (feat. T.I.),"Justin Timberlake, T.I.",79,76,276160,False,2006-09-13,0.277,0.771,0.68,1.18e-05,11,0.682,-5.881,0,0.224,119.952,0.808
2006,Waiting On the World to Change,John Mayer,76,75,201173,False,2006-09-11,0.157,0.578,0.756,0.000232,2,0.249,-5.82,1,0.115,176.739,0.663
